x;y;z
30890.71308;2882.905627;132.2458832
30882.33589;2877.444607;126.9042468
30873.95871;2871.983588;123.0655834
30865.58152;2866.522568;120.0926741
30857.20433;2861.061549;118.8281788
30848.82714;2855.600529;118.4011032
30840.44996;2850.139509;118.3259563
30832.07277;2844.67849;118.1859973
30823.69558;2839.21747;117.3605672
30815.3184;2833.75645;116.7114748
30806.94121;2828.295431;116.4684634
30798.56402;2822.834411;116.7428858
30790.18683;2817.373392;117.627452
30781.80965;2811.912372;118.5272296
30773.43246;2806.451352;119.092382
30765.05527;2800.990333;119.6452146
30756.67809;2795.529313;120.2800991
30748.3009;2790.068294;120.8471627
30739.92371;2784.607274;121.3240915
30731.54652;2779.146254;121.7242945
30723.16934;2773.685235;121.7670813
30714.79215;2768.224215;121.633551
30706.41496;2762.763196;121.4568354
30698.03777;2757.302176;121.368373
30689.66059;2751.841156;122.0052699
30681.2834;2746.380137;123.3823856
30672.90621;2740.919117;125.8238082
30664.52903;2735.458098;129.1677817
30656.15184;2729.997078;132.4051865
30647.77465;2724.536058;135.147362
30639.39746;2719.075039;137.6134906
30631.02028;2713.614019;139.7616151
30622.64309;2708.152999;142.6621063
30614.2659;2702.69198;146.210416
30605.88872;2697.23096;149.8828241
30597.51153;2691.769941;153.560887
30589.13434;2686.308921;157.5161537
30580.75715;2680.847901;160.9955615
30572.37997;2675.386882;163.5999316
30564.00278;2669.925862;166.0399536
30555.62559;2664.464843;168.9795768
30547.24841;2659.003823;170.962064
30538.87122;2653.542803;172.5982548
30530.49403;2648.081784;175.1417446
30522.11684;2642.620764;178.6627669
30513.73966;2637.159745;182.1219995
30505.36247;2631.698725;185.3345927
30496.98528;2626.237705;188.7921724
30488.6081;2620.776686;192.4381173
30480.23091;2615.315666;195.6623558
30471.85372;2609.854646;198.5819676
30463.47653;2604.393627;201.82189
30455.09935;2598.932607;205.1315528
